0.852765 0.623802 
0.335829 0.669414 
0.838275 0.915507 
0.12269 0.174132 
0.319852 0.837855 
0.296641 0.863852 
0.957174 0.185026 
0.648332 0.440954 
0.77877 0.422114 
0.329898 0.0135964 
0.85303 0.886558 
0.523054 0.575216 
0.698295 0.343068 
0.536903 0.60541 
0.971001 0.594786 
0.603371 0.295006 
0.0271529 0.560304 
0.375703 0.350166 
0.706348 0.991126 
0.27056 0.30778 
0.962917 0.889945 
0.432232 0.174046 
0.206627 0.966825 
0.176631 0.099369 
0.738165 0.214402 
0.263576 0.543918 
0.986828 0.0947907 
0.782972 0.241317 
0.593591 0.553275 
0.345601 0.0488851 
0.771335 0.528697 
0.992145 0.667629 
0.17422 0.563434 
0.0917599 0.260643 
0.973651 0.474869 
0.464234 0.149862 
0.173996 0.355232 
0.746975 0.914139 
0.414293 0.921099 
0.345189 0.694776 
0.547598 0.463874 
0.0391163 0.985564 
0.615581 0.330866 
0.584754 0.438932 
0.434679 0.441124 
0.994267 0.452487 
0.964327 0.537257 
0.501769 0.00781773 
0.702832 0.477614 
0.721345 0.187992 
0.920165 0.854905 
0.139709 0.785498 
0.452944 0.865742 
0.73508 0.495519 
0.738816 0.528404 
0.544353 0.845321 
0.229331 0.979188 
0.111425 0.317127 
0.448505 0.989481 
0.178875 0.520667 
0.947293 0.490531 
0.720201 0.275003 
0.351102 0.166278 
0.545727 0.929708 
0.849567 0.413774 
0.795571 0.269419 
0.818627 0.251639 
0.67923 0.00652095 
0.258719 0.207221 
0.283244 0.0966384 
0.953929 0.564649 
0.430773 0.780778 
0.143611 0.640122 
0.55895 0.953762 
0.446795 0.676891 
0.857335 0.326894 
0.342219 0.563202 
0.251074 0.237983 
0.519916 0.52333 
0.515633 0.843123 
0.076018 0.106855 
0.249876 0.994054 
0.462604 0.495721 
0.428855 0.113074 
0.671958 0.974122 
0.779325 0.637313 
0.615101 0.179215 
0.300637 0.214259 
0.677287 0.881368 
0.3493 0.75107 
0.864605 0.527905 
0.361276 0.720115 
0.339754 0.983956 
0.792185 0.80356 
0.640089 0.0515631 
0.194525 0.127271 
0.118894 0.696615 
0.485931 0.530838 
0.174373 0.630776 
0.634256 0.300553 
0.0914703 0.564526 
0.0592733 0.624128 
0.92774 0.000154797 
0.894121 0.406855 
0.821846 0.948337 
0.97032 0.830207 
0.498976 0.157362 
0.403003 0.43754 
0.172706 0.87586 
0.749883 0.763071 
0.444522 0.225385 
0.964759 0.331964 
0.515967 0.299578 
0.136089 0.670277 
0.633989 0.652829 
0.217462 0.451162 
0.795361 0.675527 
0.0416425 0.307687 
0.788055 0.875104 
0.442015 0.0569617 
0.854392 0.480931 
0.153593 0.904327 
0.485526 0.844962 
0.831601 0.852234 
0.860494 0.766214 
0.618684 0.211033 
0.558591 0.0277517 
0.245929 0.718843 
0.0830791 0.415566 
0.661949 0.668181 
0.520427 0.096845 
0.244065 0.326766 
0.973381 0.758139 
0.246253 0.444615 
0.243454 0.288579 
0.15753 0.807488 
0.224887 0.217815 
0.204702 0.0868389 
0.2648 0.7722 
0.265662 0.270262 
0.526508 0.635383 
0.190533 0.81671 
0.0568819 0.805931 
0.514286 0.448709 
0.808194 0.708948 
0.186619 0.744217 
0.948737 0.730508 
0.352771 0.475296 
0.503441 0.0359821 
0.997717 0.60926 
0.697947 0.37419 
0.823822 0.677407 
0.621433 0.113392 
0.00815948 0.744486 
0.142736 0.415481 
0.694298 0.562172 
0.00292935 0.773351 
0.815767 0.979698 
0.613349 0.621092 
0.416271 0.200578 
0.768902 0.824528 
0.089553 0.231092 
0.105501 0.0358483 
0.837738 0.302146 
0.241841 0.522489 
0.622454 0.860796 
0.025037 0.398688 
0.489478 0.313935 
0.9277 0.229608 
0.659301 0.264508 
0.532895 0.905228 
0.332838 0.228681 
0.89612 0.88029 
0.165186 0.288633 
0.561323 0.627369 
0.966916 0.700002 
0.476352 0.442462 
0.206689 0.874462 
0.296555 0.46814 
0.583224 0.167908 
0.50362 0.921545 
0.904523 0.201564 
0.98886 0.421542 
0.666037 0.353844 
0.68465 0.317697 
0.950992 0.378276 
0.16012 0.385396 
0.427 0.958259 
0.433978 0.142991 
0.31023 0.795709 
0.942891 0.0564023 
0.473339 0.395726 
0.317338 0.101615 
0.155127 0.752438 
0.109727 0.880537 
0.0802655 0.942595 
0.884504 0.619385 
0.580495 0.918293 
0.27582 0.615234 
0.987928 0.18382 
0.658752 0.546674 
0.65133 0.792637 
0.234554 0.555934 
0.97873 0.0658072 
0.81537 0.424187 
0.767222 0.692271 
0.246988 0.804624 
0.744287 0.39943 
0.873105 0.232535 
0.256091 0.0810335 
0.545413 0.394253 
0.672224 0.493174 
0.235491 0.872094 
0.519955 0.737086 
0.944656 0.765551 
0.657017 0.466975 
0.488548 0.277423 
0.261419 0.388197 
0.80801 0.639338 
0.136063 0.883805 
0.573119 0.054847 
0.492847 0.501909 
0.262098 0.828656 
0.70582 0.778906 
0.491053 0.716225 
0.688644 0.18226 
0.558134 0.335679 
0.421679 0.869796 
0.113633 0.797497 
0.78055 0.17035 
0.294406 0.28086 
0.332614 0.143391 
0.919748 0.741978 
0.347472 0.848546 
0.870271 0.297396 
0.145124 0.225565 
0.0418037 0.922382 
0.990354 0.800415 
0.586354 0.95665 
0.650814 0.133856 
0.921464 0.106654 
0.444435 0.746394 
0.733522 0.059279 
0.38972 0.597697 
0.235183 0.359811 
0.722171 0.748259 
0.163747 0.0751106 
0.799698 0.932094 
0.288289 0.440287 
0.360347 0.443593 
0.294032 0.761161 
0.627495 0.805704 
0.671841 0.578389 
0.795262 0.101236 
0.997234 0.854331 
0.841757 0.14491 
0.467046 0.653784 
0.65875 0.414808 
0.361509 0.881206 
0.29326 0.592924 
0.716417 0.932499 
0.385287 0.206673 
0.479183 0.687688 
0.931209 0.584422 
0.630208 0.153451 
0.495736 0.631972 
0.188898 0.463156 
0.451233 0.198499 
0.436835 0.282038 
0.463433 0.118237 
0.876344 0.34971 
0.680065 0.611385 
0.896862 0.318719 
0.755194 0.187657 
0.752456 0.237205 
0.0950601 0.759811 
0.780959 0.765738 
0.540924 0.975202 
0.382019 0.912692 
0.707404 0.127976 
0.280861 0.797239 
0.191647 0.160442 
0.733687 0.667437 
0.0897203 0.918645 
0.803791 0.0386476 
0.755637 0.973304 
0.065205 0.755328 
0.624775 0.918836 
0.437924 0.836403 
0.0187552 0.587482 
0.264106 0.855397 
0.264696 0.46757 
0.226718 0.0488314 
0.0592108 0.338244 
0.566337 0.14044 
0.787964 0.0697651 
0.8678 0.86128 
0.554019 0.555911 
0.0144372 0.0825492 
0.124053 0.278502 
0.880082 0.496667 
0.203823 0.195274 
0.906082 0.514573 
0.309485 0.16532 
0.140068 0.305462 
0.134921 0.339858 
0.915358 0.263623 
0.366697 0.826064 
0.842311 0.446358 
0.6434 0.381351 
0.561508 0.791324 
0.532724 0.353394 
0.832566 0.38936 
0.105247 0.359631 
0.591712 0.80875 
0.0706968 0.494557 
0.606813 0.936667 
0.901918 0.289806 
0.377739 0.104043 
0.508522 0.225048 
0.221249 0.0147525 
0.61018 0.742623 
0.629267 0.767107 
0.174296 0.222782 
0.842318 0.271904 
0.735094 0.597274 
0.511445 0.185194 
0.414631 0.0311374 
0.808335 0.15633 
0.565393 0.227614 
0.693462 0.95533 
0.761598 0.794975 
0.651372 0.326111 
0.748247 0.157713 
0.604297 0.500914 
0.13295 0.0799672 
0.257441 0.582795 
0.585737 0.614779 
0.0690197 0.835175 
0.137199 0.110391 
0.909259 0.344737 
0.844042 0.358442 
0.835217 0.731814 
0.12055 0.244553 
0.0613353 0.564286 
0.480349 0.584845 
0.949513 0.120963 
0.254955 0.418988 
0.193725 0.848303 
0.820921 0.877224 
0.811813 0.780946 
0.0266113 0.216327 
0.355488 0.416736 
0.349353 0.507926 
0.67877 0.036274 
0.705371 0.507447 
0.190024 0.993559 
0.758461 0.0802006 
0.474591 0.558445 
0.0403552 0.500093 
0.839804 0.030674 
0.355095 0.597395 
0.582665 0.523552 
0.402229 0.268971 
0.382263 0.525112 
0.0107968 0.975827 
0.704923 0.218965 
0.599898 0.236105 
0.53278 0.207452 
0.548675 0.434909 
0.0487788 0.0876552 
0.679505 0.92509 
0.214656 0.420331 
0.511493 0.552408 
0.582287 0.467703 
0.122781 0.75947 
0.891902 0.843924 
0.5747 0.988221 
0.613905 0.467929 
0.0257668 0.678437 
0.924234 0.182293 
0.0580663 0.683097 
0.0985243 0.149575 
0.0734021 0.0341008 
0.41607 0.617537 
0.417644 0.652985 
0.765404 0.111271 
0.900005 0.237993 
0.189712 0.945774 
0.206268 0.364891 
0.158348 0.0196463 
0.732585 0.100785 
0.764662 0.322539 
0.552527 0.529427 
0.324696 0.592392 
0.401365 0.980021 
0.372274 0.0746984 
0.937299 0.521244 
0.861267 0.593133 
0.595268 0.887478 
0.935686 0.321778 
0.232442 0.774803 
0.615163 0.586873 
0.548744 0.0742309 
0.36114 0.227639 
0.199301 0.0573 
0.584222 0.730004 
0.903109 0.0446684 
0.58284 0.69077 
0.317162 0.743084 
0.343212 0.0838256 
0.156129 0.990401 
0.0516952 0.952341 
0.651946 0.699545 
0.744479 0.999684 
0.897153 0.681022 
0.0842559 0.597277 
